col1,2MASS
2MASXJ12200454+2853502,12200454+2853502
2MASXJ12210024+2832047,12210024+2832047
2MASXJ12211133+2804418,12211133+2804418
2MASXJ12240523+2818320,12240523+2818320
2MASXJ12340907+2807501,12340907+2807501
2MASXJ12394352+2811482,12394352+2811482
2MASXJ12400595+2837042,12400595+2837042
2MASXJ12453537+2845426,12453537+2845426
2MASXJ12563516+2816318,12563516+2816318
2MASXJ12564283+2801138,12564283+2801138
2MASXJ12565652+2837238,12565652+2837238
2MASXJ12572841+2810348,12572841+2810348
2MASXJ12575392+2829594,12575392+2829594
2MASXJ12583026+2851317,12583026+2851317
2MASXJ12585077+2805019,12585077+2805019
2MASXJ12593975+2855357,12593975+2855357
2MASXJ12595775+2814473,12595775+2814473
2MASXJ13000435+2836122,13000435+2836122
2MASXJ13000643+2800142,13000643+2800142
2MASXJ13001395+2849412,13001395+2849412
2MASXJ13002568+2852036,13002568+2852036
2MASXJ13003074+2820466,13003074+2820466
2MASXJ13004423+2820146,13004423+2820146
2MASXJ13005207+2821581,13005207+2821581
2MASXJ13010904+2821352,13010904+2821352
2MASXJ13014399+2859587,13014399+2859587
2MASXJ13014700+2805417,13014700+2805417
2MASXJ13020438+2853399,13020438+2853399
2MASXJ13021939+2857099,13021939+2857099
2MASXJ13022167+2815219,13022167+2815219
2MASXJ13023845+2806523,13023845+2806523
2MASXJ13024442+2802434,13024442+2802434
2MASXJ13030089+2801573,13030089+2801573
2MASXJ13030977+2835004,13030977+2835004
2MASXJ13034217+2854199,13034217+2854199
2MASXJ13034495+2805029,13034495+2805029
2MASXJ13041015+2814522,13041015+2814522
2MASXJ13041288+2811372,13041288+2811372
2MASXJ13063719+2820151,13063719+2820151
2MASXJ13065496+2832523,13065496+2832523
2MASXJ13071614+2817018,13071614+2817018
2MASXJ13151900+2828228,13151900+2828228
2MASXJ13154858+2825503,13154858+2825503
2MASXJ14254760+2814104,14254760+2814104
2MASXJ14314130+2841033,14314130+2841033
2MASXJ14334828+2800087,14334828+2800087
2MASXJ14352951+2857575,14352951+2857575
2MASXJ14374580+2803313,14374580+2803313
2MASXJ14524717+2858349,14524717+2858349
2MASXJ15011708+2825075,15011708+2825075
2MASXJ15402996+2821568,15402996+2821568
2MASXJ15403208+2820148,15403208+2820148
2MASXJ15494562+2832498,15494562+2832498
2MASXJ16062214+2821018,16062214+2821018
2MASXJ16063539+2808428,16063539+2808428
2MASXJ16071746+2836263,16071746+2836263
2MASXJ16080048+2837463,16080048+2837463
2MASXJ16571713+2803547,16571713+2803547
2MASXJ16580420+2826347,16580420+2826347
2MASXJ16591417+2858072,16591417+2858072
2MASXJ00115521+2719142,00115521+2719142
2MASXJ01040054+2730256,01040054+2730256
2MASXJ01201126+2727337,01201126+2727337
2MASXJ01440688+2755215,01440688+2755215
2MASXJ02024191+2740256,02024191+2740256
2MASXJ02100336+2703257,02100336+2703257
2MASXJ02165720+2736373,02165720+2736373
2MASXJ02173215+2742118,02173215+2742118
2MASXJ02254561+2713160,02254561+2713160
2MASXJ02270245+2717027,02270245+2717027
2MASXJ04122834+2742065,04122834+2742065
2MASXJ08360440+2715357,08360440+2715357
2MASXJ08565137+2716122,08565137+2716122
2MASXJ09111058+2742486,09111058+2742486
2MASXJ09130201+2707009,09130201+2707009
2MASXJ09175540+2744078,09175540+2744078
2MASXJ09184636+2759481,09184636+2759481
2MASXJ09195028+2754555,09195028+2754555
2MASXJ09280199+2715323,09280199+2715323
2MASXJ09292853+2731044,09292853+2731044
2MASXJ09340706+2721277,09340706+2721277
2MASXJ10212323+2754424,10212323+2754424
2MASXJ10265065+2754138,10265065+2754138
2MASXJ10424735+2739415,10424735+2739415
2MASXJ11115186+2756161,11115186+2756161
2MASXJ11120176+2750537,11120176+2750537
2MASXJ11120399+2734007,11120399+2734007
2MASXJ11141214+2742441,11141214+2742441
2MASXJ11281431+2739097,11281431+2739097
2MASXJ11355191+2753235,11355191+2753235
2MASXJ11365507+2706546,11365507+2706546
2MASXJ11411310+2739538,11411310+2739538
2MASXJ11440220+2705405,11440220+2705405
2MASXJ11515405+2734421,11515405+2734421
2MASXJ12055846+2742536,12055846+2742536
2MASXJ12185295+2744405,12185295+2744405
2MASXJ12353361+2732588,12353361+2732588
2MASXJ12461074+2756154,12461074+2756154
2MASXJ12490883+2722080,12490883+2722080
2MASXJ12495786+2749203,12495786+2749203
2MASXJ12501989+2719266,12501989+2719266
2MASXJ12502807+2726056,12502807+2726056
2MASXJ12503701+2728586,12503701+2728586
2MASXJ12505406+2750301,12505406+2750301
2MASXJ12520548+2735462,12520548+2735462
2MASXJ12520901+2728382,12520901+2728382
2MASXJ12533783+2747029,12533783+2747029
2MASXJ12542229+2705031,12542229+2705031
2MASXJ12544772+2720245,12544772+2720245
2MASXJ12551999+2751599,12551999+2751599
2MASXJ12552907+2731169,12552907+2731169
2MASXJ12560986+2750390,12560986+2750390
2MASXJ12561667+2726450,12561667+2726450
2MASXJ12562660+2749500,12562660+2749500
2MASXJ12563203+2703200,12563203+2703200
2MASXJ12563418+2732200,12563418+2732200
2MASXJ12565310+2755458,12565310+2755458
2MASXJ12570166+2722198,12570166+2722198
2MASXJ12570940+2727587,12570940+2727587
2MASXJ12571682+2737068,12571682+2737068
2MASXJ12573284+2736368,12573284+2736368
2MASXJ12573584+2729358,12573584+2729358
2MASXJ12573614+2729058,12573614+2729058
2MASXJ12574728+2749594,12574728+2749594
2MASXJ12574803+2752584,12574803+2752584
2MASXJ12575059+2752454,12575059+2752454
2MASXJ12580349+2748535,12580349+2748535
2MASXJ12583209+2727227,12583209+2727227
2MASXJ12584742+2740288,12584742+2740288
2MASXJ12585523+2757529,12585523+2757529
2MASXJ12585812+2735409,12585812+2735409
2MASXJ12590459+2754389,12590459+2754389
2MASXJ12590745+2746039,12590745+2746039
2MASXJ12590791+2751179,12590791+2751179
2MASXJ12591030+2737119,12591030+2737119
2MASXJ12591348+2746289,12591348+2746289
2MASXJ12591638+2709288,12591638+2709288
2MASXJ12592491+2744198,12592491+2744198
2MASXJ12594234+2755287,12594234+2755287
2MASXJ13000626+2741072,13000626+2741072
2MASXJ13000626+2746332,13000626+2746332
2MASXJ13002689+2730556,13002689+2730556
2MASXJ13002798+2757216,13002798+2757216
2MASXJ13004285+2757476,13004285+2757476
2MASXJ13004737+2755196,13004737+2755196
2MASXJ13004996+2724206,13004996+2724206
2MASXJ13005921+2753592,13005921+2753592
2MASXJ13011761+2748321,13011761+2748321
2MASXJ13012713+2759566,13012713+2759566
2MASXJ13013176+2750507,13013176+2750507
2MASXJ13015023+2753367,13015023+2753367
2MASXJ13023739+2710343,13023739+2710343
2MASXJ13025272+2751593,13025272+2751593
2MASXJ13030523+2747024,13030523+2747024
2MASXJ13032279+2756094,13032279+2756094
2MASXJ13035077+2759179,13035077+2759179
2MASXJ13040798+2757542,13040798+2757542
2MASXJ13061822+2715181,13061822+2715181
2MASXJ13063554+2710071,13063554+2710071
2MASXJ13080914+2749354,13080914+2749354
2MASXJ13081409+2730574,13081409+2730574
2MASXJ13141944+2747369,13141944+2747369
2MASXJ13232367+2715154,13232367+2715154
2MASXJ13325770+2743041,13325770+2743041
2MASXJ13464420+2758102,13464420+2758102
2MASXJ15251777+2719313,15251777+2719313
2MASXJ15303690+2728556,15303690+2728556
2MASXJ15595938+2740563,15595938+2740563
2MASXJ16054449+2726188,16054449+2726188
2MASXJ16590316+2754562,16590316+2754562
2MASXJ17003516+2746360,17003516+2746360
2MASXJ00041815+2657189,00041815+2657189
2MASXJ00310366+2603455,00310366+2603455
2MASXJ00461010+2602430,00461010+2602430
2MASXJ00513572+2646373,00513572+2646373
2MASXJ01223124+2611054,01223124+2611054
2MASXJ01224077+2652064,01224077+2652064
2MASXJ01480017+2649530,01480017+2649530
2MASXJ02000383+2600510,02000383+2600510
2MASXJ02010783+2650390,02010783+2650390
2MASXJ02033287+2618258,02033287+2618258
2MASXJ02063739+2616506,02063739+2616506
2MASXJ02233193+2627092,02233193+2627092
2MASXJ02233408+2633252,02233408+2633252
2MASXJ02241394+2646559,02241394+2646559
2MASXJ02261117+2603193,02261117+2603193
2MASXJ02431446+2657321,02431446+2657321
2MASXJ06283514+2630360,06283514+2630360
2MASXJ09170388+2645521,09170388+2645521
2MASXJ09195796+2644543,09195796+2644543
2MASXJ09200214+2655504,09200214+2655504
2MASXJ09222118+2631373,09222118+2631373
2MASXJ09225221+2639387,09225221+2639387
2MASXJ09311598+2632594,09311598+2632594
2MASXJ09351868+2606353,09351868+2606353
2MASXJ10353752+2614567,10353752+2614567
2MASXJ10380786+2644223,10380786+2644223
2MASXJ10470655+2634467,10470655+2634467
2MASXJ11071291+2654099,11071291+2654099
2MASXJ11112253+2615292,11112253+2615292
2MASXJ11272664+2640511,11272664+2640511
2MASXJ11382855+2614087,11382855+2614087
2MASXJ11581008+2627109,11581008+2627109
2MASXJ12034471+2603448,12034471+2603448
2MASXJ12093617+2642328,12093617+2642328
2MASXJ12181974+2652150,12181974+2652150
2MASXJ12221353+2623071,12221353+2623071
2MASXJ12262077+2608382,12262077+2608382
2MASXJ12353589+2633598,12353589+2633598
2MASXJ12354133+2628567,12354133+2628567
2MASXJ12360465+2635451,12360465+2635451
2MASXJ12501346+2646335,12501346+2646335
2MASXJ12524274+2637535,12524274+2637535
2MASXJ12560174+2645235,12560174+2645235
2MASXJ12562911+2657250,12562911+2657250
2MASXJ12574304+2651083,12574304+2651083
2MASXJ12581261+2623486,12581261+2623486
2MASXJ12590180+2648569,12590180+2648569
2MASXJ13000351+2653532,13000351+2653532
2MASXJ15215302+2621280,15215302+2621280
2MASXJ16131226+2653333,16131226+2653333
2MASXJ16260119+2606338,16260119+2606338
2MASXJ16442500+2636355,16442500+2636355
2MASXJ17090575+2605530,17090575+2605530
2MASXJ22082351+2606163,082351+2606163
2MASXJ00120741+2508562,00120741+2508562
2MASXJ00154108+2506435,00154108+2506435
2MASXJ00173583+2529120,00173583+2529120
2MASXJ00341295+2531271,00341295+2531271
2MASXJ00353909+2540425,00353909+2540425
2MASXJ00360874+2545037,00360874+2545037
2MASXJ00360875+2544057,00360875+2544057
2MASXJ00370548+2541564,00370548+2541564
2MASXJ00374009+2536469,00374009+2536469
2MASXJ00374387+2538249,00374387+2538249
2MASXJ00390353+2533141,00390353+2533141
2MASXJ00410539+2538011,00410539+2538011
2MASXJ00422334+2533458,00422334+2533458
2MASXJ00444523+2520095,00444523+2520095
2MASXJ00451217+2548185,00451217+2548185
2MASXJ00490266+2554118,00490266+2554118
2MASXJ00493549+2505301,00493549+2505301
2MASXJ01205865+2532547,01205865+2532547
2MASXJ01221463+2543472,01221463+2543472
2MASXJ01481933+2553060,01481933+2553060
2MASXJ02035142+2555311,02035142+2555311
2MASXJ02084509+2552136,02084509+2552136
2MASXJ02263572+2504182,02263572+2504182
2MASXJ02264123+2556397,02264123+2556397
2MASXJ02282783+2502043,02282783+2502043
2MASXJ02284309+2523533,02284309+2523533
2MASXJ02284317+2523343,02284317+2523343
2MASXJ02291421+2514077,02291421+2514077
2MASXJ02332832+2511540,02332832+2511540
2MASXJ02530696+2529252,02530696+2529252
2MASXJ06223815+2507557,06223815+2507557
2MASXJ06302026+2539265,06302026+2539265
2MASXJ06492049+2538120,06492049+2538120
2MASXJ06560639+2504244,06560639+2504244
2MASXJ08554795+2557237,08554795+2557237
2MASXJ09165771+2500081,09165771+2500081
2MASXJ09553566+2500394,09553566+2500394
2MASXJ10073665+2546537,10073665+2546537
2MASXJ10385459+2541388,10385459+2541388
2MASXJ11122947+2539096,11122947+2539096
2MASXJ11144708+2550330,11144708+2550330
2MASXJ11152625+2557417,11152625+2557417
2MASXJ11570128+2555422,11570128+2555422
2MASXJ11575647+2504062,11575647+2504062
2MASXJ12042140+2554331,12042140+2554331
2MASXJ12071580+2517069,12071580+2517069
2MASXJ12081530+2502090,12081530+2502090
2MASXJ12090167+2558163,12090167+2558163
2MASXJ12202133+2535582,12202133+2535582
2MASXJ13274753+2526581,13274753+2526581
2MASXJ13481416+2543582,13481416+2543582
2MASXJ13514495+2502118,13514495+2502118
2MASXJ15360877+2511057,15360877+2511057
2MASXJ15434086+2521356,15434086+2521356
2MASXJ15554054+2521006,15554054+2521006
2MASXJ16124884+2551525,16124884+2551525
2MASXJ16283481+2556560,16283481+2556560
2MASXJ17025608+2531488,17025608+2531488
2MASXJ17101907+2551252,17101907+2551252
2MASXJ21350752+2508340,1350752+2508340
2MASXJ22103850+2522216,103850+2522216
2MASXJ22112094+2528407,112094+2528407
2MASXJ00383333+2416144,00383333+2416144
2MASXJ00402488+2426350,00402488+2426350
2MASXJ00403250+2430081,00403250+2430081
2MASXJ00483891+2456599,00483891+2456599
2MASXJ00494292+2402441,00494292+2402441
2MASXJ02165676+2409423,02165676+2409423
2MASXJ02181723+2430196,02181723+2430196
2MASXJ02191651+2426330,02191651+2426330
2MASXJ02205379+2413361,02205379+2413361
2MASXJ02211120+2426281,02211120+2426281
2MASXJ02254001+2447519,02254001+2447519
2MASXJ02272774+2410523,02272774+2410523
2MASXJ06234751+2452305,06234751+2452305
2MASXJ06284819+2432339,06284819+2432339
2MASXJ08380492+2453267,08380492+2453267
2MASXJ08595371+2415309,08595371+2415309
2MASXJ09151036+2440579,09151036+2440579
2MASXJ09354628+2422442,09354628+2422442
2MASXJ09515244+2446195,09515244+2446195
2MASXJ10084863+2410499,10084863+2410499
2MASXJ10422382+2402056,10422382+2402056
2MASXJ10554529+2401426,10554529+2401426
2MASXJ10574466+2411424,10574466+2411424
2MASXJ11231196+2433560,11231196+2433560
2MASXJ11551871+2451551,11551871+2451551
2MASXJ11555512+2438001,11555512+2438001
2MASXJ12090199+2457173,12090199+2457173
2MASXJ12153177+2443426,12153177+2443426
2MASXJ12153399+2400116,12153399+2400116
2MASXJ12243940+2456592,12243940+2456592
2MASXJ13540541+2457594,13540541+2457594
2MASXJ16044924+2450213,16044924+2450213
2MASXJ16233009+2407247,16233009+2407247
2MASXJ16301981+2452344,16301981+2452344
2MASXJ16315535+2419292,16315535+2419292
2MASXJ17110724+2412458,17110724+2412458
2MASXJ17233199+2443475,17233199+2443475
2MASXJ22145780+2453419,145780+2453419
2MASXJ00383127+2326375,00383127+2326375
2MASXJ00471028+2304257,00471028+2304257
2MASXJ00471427+2303127,00471427+2303127
2MASXJ00474699+2340295,00474699+2340295
2MASXJ00493039+2351327,00493039+2351327
2MASXJ01432008+2316569,01432008+2316569
2MASXJ01460594+2334213,01460594+2334213
2MASXJ02161963+2340237,02161963+2340237
2MASXJ02173775+2345231,02173775+2345231
2MASXJ02265443+2337316,02265443+2337316
2MASXJ02273317+2303353,02273317+2303353
2MASXJ02281897+2345238,02281897+2345238
2MASXJ02290173+2318163,02290173+2318163
2MASXJ02291490+2325069,02291490+2325069
2MASXJ02293486+2306591,02293486+2306591
2MASXJ02294754+2307550,02294754+2307550
2MASXJ02300030+2305100,02300030+2305100
2MASXJ02300398+2313156,02300398+2313156
2MASXJ02301646+2309116,02301646+2309116
2MASXJ02313940+2349020,02313940+2349020
2MASXJ04390885+2330533,04390885+2330533
2MASXJ04520557+2326345,04520557+2326345
2MASXJ07041840+2354062,07041840+2354062
2MASXJ07061428+2335063,07061428+2335063
2MASXJ07213420+2332556,07213420+2332556
2MASXJ09114243+2301004,09114243+2301004
2MASXJ09154776+2329467,09154776+2329467
2MASXJ09164049+2345187,09164049+2345187
2MASXJ09385976+2332257,09385976+2332257
2MASXJ09471886+2300141,09471886+2300141
2MASXJ10254693+2307282,10254693+2307282
2MASXJ10370926+2303048,10370926+2303048
2MASXJ10373968+2338441,10373968+2338441
2MASXJ10423265+2354106,10423265+2354106
2MASXJ10451281+2331155,10451281+2331155
2MASXJ10482634+2318400,10482634+2318400
2MASXJ10500122+2309302,10500122+2309302
2MASXJ10575594+2350369,10575594+2350369
2MASXJ11181867+2332430,11181867+2332430
2MASXJ11183387+2342500,11183387+2342500
2MASXJ11185686+2305242,11185686+2305242
2MASXJ11310889+2303256,11310889+2303256
2MASXJ11401196+2331198,11401196+2331198
2MASXJ11460714+2306438,11460714+2306438
2MASXJ12002775+2337309,12002775+2337309
2MASXJ12005528+2348571,12005528+2348571
2MASXJ12315225+2338029,12315225+2338029
2MASXJ13420552+2335357,13420552+2335357
2MASXJ13450336+2303406,13450336+2303406
2MASXJ14381400+2300124,14381400+2300124
2MASXJ14484255+2300031,14484255+2300031
2MASXJ14593539+2347557,14593539+2347557
2MASXJ16325836+2317410,16325836+2317410
2MASXJ22434786+2347500,434786+2347500
2MASXJ23085488+2337024,3085488+2337024
2MASXJ00493887+2255564,00493887+2255564
2MASXJ01221847+2219032,01221847+2219032
2MASXJ02291392+2257589,02291392+2257589
2MASXJ02293494+2256351,02293494+2256351
2MASXJ02303102+2256586,02303102+2256586
2MASXJ02474929+2200325,02474929+2200325
2MASXJ02565774+2224226,02565774+2224226
2MASXJ02581581+2256483,02581581+2256483
2MASXJ08564799+2242391,08564799+2242391
2MASXJ09024186+2238342,09024186+2238342
2MASXJ09041876+2226596,09041876+2226596
2MASXJ09054387+2214196,09054387+2214196
2MASXJ09150005+2235051,09150005+2235051
2MASXJ09271934+2253431,09271934+2253431
2MASXJ10281487+2253489,10281487+2253489
2MASXJ10362336+2259354,10362336+2259354
2MASXJ10490536+2209037,10490536+2209037
2MASXJ11352908+2229422,11352908+2229422
2MASXJ11552076+2243557,11552076+2243557
2MASXJ12120628+2248377,12120628+2248377
2MASXJ15355414+2246004,15355414+2246004
2MASXJ15412704+2249398,15412704+2249398
2MASXJ15465554+2209061,15465554+2209061
2MASXJ16060001+2238282,16060001+2238282
2MASXJ16332149+2248504,16332149+2248504
2MASXJ22535663+2208267,535663+2208267
2MASXJ23005084+2238204,3005084+2238204
2MASXJ23041747+2237302,3041747+2237302
2MASXJ23122448+2209335,3122448+2209335
2MASXJ23152620+2244319,3152620+2244319
2MASXJ00102573+2133147,00102573+2133147
2MASXJ02205725+2106211,02205725+2106211
2MASXJ02265543+2110346,02265543+2110346
2MASXJ02480006+2141531,02480006+2141531
2MASXJ06563603+2151101,06563603+2151101
2MASXJ07041047+2115502,07041047+2115502
2MASXJ08282725+2125023,08282725+2125023
2MASXJ08455468+2116236,08455468+2116236
2MASXJ08461735+2110225,08461735+2110225
2MASXJ09190714+2130524,09190714+2130524
2MASXJ09195206+2123541,09195206+2123541
2MASXJ09463578+2144585,09463578+2144585
2MASXJ10280722+2149577,10280722+2149577
2MASXJ10482636+2148480,10482636+2148480
2MASXJ10504662+2103550,10504662+2103550
2MASXJ11292213+2133544,11292213+2133544
2MASXJ12083064+2155384,12083064+2155384
2MASXJ13403678+2157038,13403678+2157038
2MASXJ14542852+2156575,14542852+2156575
2MASXJ14554341+2108314,14554341+2108314
2MASXJ15052956+2152281,15052956+2152281
2MASXJ15063694+2144302,15063694+2144302
2MASXJ15251750+2120338,15251750+2120338
2MASXJ15252092+2126568,15252092+2126568
2MASXJ15364111+2109072,15364111+2109072
2MASXJ23095539+2148178,3095539+2148178
2MASXJ23150153+2134585,3150153+2134585
2MASXJ23172345+2153299,3172345+2153299
2MASXJ23304508+2124148,3304508+2124148
2MASXJ23310424+2124232,3310424+2124232
2MASXJ23342953+2136150,3342953+2136150
2MASXJ23351081+2116378,3351081+2116378
2MASXJ23365415+2115302,3365415+2115302
2MASXJ00015993+2058502,00015993+2058502
2MASXJ01054987+2033199,01054987+2033199
2MASXJ01424593+2052056,01424593+2052056
2MASXJ02025134+2004109,02025134+2004109
2MASXJ02333878+2023124,02333878+2023124
2MASXJ02490836+2036333,02490836+2036333
2MASXJ03004693+2048052,03004693+2048052
2MASXJ03011658+2022045,03011658+2022045
2MASXJ03060339+2017324,03060339+2017324
2MASXJ03063319+2034258,03063319+2034258
2MASXJ07062461+2048343,07062461+2048343
2MASXJ07075476+2030453,07075476+2030453
2MASXJ08542435+2013285,08542435+2013285
2MASXJ08544072+2035005,08544072+2035005
2MASXJ09013951+2045001,09013951+2045001
2MASXJ09093281+2028444,09093281+2028444
2MASXJ09134261+2034111,09134261+2034111
2MASXJ09164787+2010058,09164787+2010058
2MASXJ10443793+2028419,10443793+2028419
2MASXJ10452297+2006405,10452297+2006405
2MASXJ11295830+2057401,11295830+2057401
2MASXJ11345272+2020577,11345272+2020577
2MASXJ11383746+2031314,11383746+2031314
2MASXJ11424190+2017588,11424190+2017588
2MASXJ11435478+2024333,11435478+2024333
2MASXJ11440573+2014533,11440573+2014533
2MASXJ12023598+2032418,12023598+2032418
2MASXJ12024674+2009478,12024674+2009478
2MASXJ12035600+2025499,12035600+2025499
2MASXJ12035771+2018449,12035771+2018449
2MASXJ12040603+2019259,12040603+2019259
2MASXJ12182742+2006370,12182742+2006370
2MASXJ12220154+2020296,12220154+2020296
2MASXJ12240943+2028041,12240943+2028041
2MASXJ13173018+2037133,13173018+2037133
2MASXJ13193527+2008184,13193527+2008184
2MASXJ14015833+2025180,14015833+2025180
2MASXJ15035018+2012279,15035018+2012279
2MASXJ15122912+2038591,15122912+2038591
2MASXJ15184300+2053284,15184300+2053284
2MASXJ15204413+2043292,15204413+2043292
2MASXJ16051655+2008146,16051655+2008146
2MASXJ17512587+2029234,17512587+2029234
2MASXJ21155996+2052203,1155996+2052203
2MASXJ22551639+2017533,551639+2017533
2MASXJ23034847+2028050,3034847+2028050
2MASXJ23040604+2002372,3040604+2002372
2MASXJ23163140+2046169,3163140+2046169
2MASXJ23163408+2049424,3163408+2049424
2MASXJ23185759+2023587,3185759+2023587
2MASXJ23222425+2050531,3222425+2050531
2MASXJ23261104+2042172,3261104+2042172
2MASXJ00262554+3952232,00262554+3952232
2MASXJ00272211+3950165,00272211+3950165
2MASXJ00290822+3928357,00290822+3928357
2MASXJ01225432+3915259,01225432+3915259
2MASXJ01560436+3905267,01560436+3905267
2MASXJ02004178+3957443,02004178+3957443
2MASXJ02121344+3914074,02121344+3914074
2MASXJ02444594+3929264,02444594+3929264
2MASXJ08002366+3949494,08002366+3949494
2MASXJ08242697+3944441,08242697+3944441
2MASXJ08570041+3920005,08570041+3920005
2MASXJ08582395+3923504,08582395+3923504
2MASXJ08584492+3909133,08584492+3909133
2MASXJ08591579+3941071,08591579+3941071
2MASXJ09433189+3923490,09433189+3923490
2MASXJ09491844+3914467,09491844+3914467
2MASXJ09562384+3902057,09562384+3902057
2MASXJ11172713+3954326,11172713+3954326
2MASXJ12353626+3946537,12353626+3946537
2MASXJ12565002+3957315,12565002+3957315
2MASXJ13012005+3956250,13012005+3956250
2MASXJ14502817+3928175,14502817+3928175
2MASXJ15050753+3955162,15050753+3955162
2MASXJ16274088+3922588,16274088+3922588
2MASXJ16275521+3915319,16275521+3915319
2MASXJ16310271+3947324,16310271+3947324
2MASXJ16311927+3944383,16311927+3944383
2MASXJ16421465+3950265,16421465+3950265
2MASXJ16475755+3958186,16475755+3958186
2MASXJ17185596+3907558,17185596+3907558
2MASXJ19053095+3922319,19053095+3922319
2MASXJ19194014+3938322,19194014+3938322
2MASXJ00493088+3839306,00493088+3839306
2MASXJ00495465+3822405,00495465+3822405
2MASXJ02283032+3821127,02283032+3821127
2MASXJ02290109+3805546,02290109+3805546
2MASXJ02290540+3841256,02290540+3841256
2MASXJ02344620+3815305,02344620+3815305
2MASXJ02391085+3808252,02391085+3808252
2MASXJ02493294+3826212,02493294+3826212
2MASXJ08352037+3827078,08352037+3827078
2MASXJ08570794+3808105,08570794+3808105
2MASXJ09093607+3803480,09093607+3803480
2MASXJ09095275+3803200,09095275+3803200
2MASXJ09170218+3849234,09170218+3849234
2MASXJ09393863+3853588,09393863+3853588
2MASXJ09420979+3829451,09420979+3829451
2MASXJ10091374+3834586,10091374+3834586
2MASXJ10132910+3837113,10132910+3837113
2MASXJ10135049+3845536,10135049+3845536
2MASXJ10135050+3822316,10135050+3822316
2MASXJ10135280+3839166,10135280+3839166
2MASXJ10140714+3839096,10140714+3839096
2MASXJ10351049+3842199,10351049+3842199
2MASXJ10415679+3843154,10415679+3843154
2MASXJ10474784+3855267,10474784+3855267
2MASXJ12245117+3827467,12245117+3827467
2MASXJ13064761+3802360,13064761+3802360
2MASXJ13121712+3832247,13121712+3832247
2MASXJ13150218+3805087,13150218+3805087
2MASXJ13285613+3834276,13285613+3834276
2MASXJ13294413+3819146,13294413+3819146
2MASXJ16253400+3840344,16253400+3840344
2MASXJ16274521+3824248,16274521+3824248
2MASXJ16282000+3848408,16282000+3848408
2MASXJ17045827+3838183,17045827+3838183
2MASXJ17142464+3851301,17142464+3851301
2MASXJ17160837+3840160,17160837+3840160
2MASXJ17184644+3849087,17184644+3849087
2MASXJ17224108+3830130,17224108+3830130
2MASXJ17243080+3807144,17243080+3807144
2MASXJ17244507+3827235,17244507+3827235
2MASXJ22111201+3855384,111201+3855384
2MASXJ22113993+3821199,113993+3821199
2MASXJ00375216+3719304,00375216+3719304
2MASXJ01552038+3718237,01552038+3718237
2MASXJ02193076+3706427,02193076+3706427
2MASXJ02193689+3716057,02193689+3716057
2MASXJ02204720+3700515,02204720+3700515
2MASXJ02211029+3707056,02211029+3707056
2MASXJ02231246+3749487,02231246+3749487
2MASXJ02254801+3720521,02254801+3720521
2MASXJ02263374+3721362,02263374+3721362
2MASXJ02272363+3745106,02272363+3745106
2MASXJ02284467+3747254,02284467+3747254
2MASXJ02285042+3743325,02285042+3743325
2MASXJ02442493+3729313,02442493+3729313
2MASXJ07581480+3729501,07581480+3729501
2MASXJ09051936+3736489,09051936+3736489
2MASXJ09083728+3737174,09083728+3737174
2MASXJ09121855+3740568,09121855+3740568
2MASXJ09530018+3731456,09530018+3731456
2MASXJ09530758+3734035,09530758+3734035
2MASXJ10013106+3712139,10013106+3712139
2MASXJ10023446+3705410,10023446+3705410
2MASXJ10213046+3745235,10213046+3745235
2MASXJ10480108+3726267,10480108+3726267
2MASXJ11045467+3711573,11045467+3711573
2MASXJ11192321+3711494,11192321+3711494
2MASXJ11235039+3750287,11235039+3750287
2MASXJ11261356+3759457,11261356+3759457
2MASXJ12435486+3721510,12435486+3721510
2MASXJ12585346+3724398,12585346+3724398
2MASXJ13093958+3737443,13093958+3737443
2MASXJ13134858+3756219,13134858+3756219
2MASXJ13330602+3758004,13330602+3758004
2MASXJ14271494+3726539,14271494+3726539
2MASXJ15042708+3743032,15042708+3743032
2MASXJ17075634+3706564,17075634+3706564
2MASXJ17124431+3719252,17124431+3719252
2MASXJ17234104+3759434,17234104+3759434
2MASXJ00011570+3658099,00011570+3658099
2MASXJ00391619+3637360,00391619+3637360
2MASXJ01583315+3612558,01583315+3612558
2MASXJ02182123+3631162,02182123+3631162
2MASXJ02195853+3654281,02195853+3654281
2MASXJ02202416+3659414,02202416+3659414
2MASXJ02211361+3601436,02211361+3601436
2MASXJ02222114+3629336,02222114+3629336
2MASXJ02265231+3643252,02265231+3643252
2MASXJ02272833+3634186,02272833+3634186
2MASXJ02430325+3635137,02430325+3635137
2MASXJ03275125+3623227,03275125+3623227
2MASXJ03302934+3656514,03302934+3656514
2MASXJ03521694+3614129,03521694+3614129
2MASXJ09054525+3621163,09054525+3621163
2MASXJ09402267+3609587,09402267+3609587
2MASXJ09584134+3648117,09584134+3648117
2MASXJ10003264+3650554,10003264+3650554
2MASXJ10025441+3657473,10025441+3657473
2MASXJ10053599+3644240,10053599+3644240
2MASXJ10072175+3609285,10072175+3609285
2MASXJ10212774+3627075,10212774+3627075
2MASXJ10494439+3624152,10494439+3624152
2MASXJ10514133+3636530,10514133+3636530
2MASXJ10552388+3622100,10552388+3622100
2MASXJ10580242+3640047,10580242+3640047
2MASXJ11043558+3639153,11043558+3639153
2MASXJ11414709+3615317,11414709+3615317
2MASXJ13280519+3635020,13280519+3635020
2MASXJ14531265+3652596,14531265+3652596
