col1,2MASS
2MASXJ15392800+2544115,15392800+2544115
2MASXJ15431312+2502088,15431312+2502088
2MASXJ16302648+2527354,16302648+2527354
2MASXJ16552786+2513473,16552786+2513473
2MASXJ17031492+2502024,17031492+2502024
2MASXJ17053566+2533563,17053566+2533563
2MASXJ17060227+2553127,17060227+2553127
2MASXJ23183834+2513585,3183834+2513585
2MASXJ23223462+2552574,3223462+2552574
2MASXJ00470038+2435410,00470038+2435410
2MASXJ00492621+2401430,00492621+2401430
2MASXJ00493529+2436501,00493529+2436501
2MASXJ00502566+2431142,00502566+2431142
2MASXJ01434834+2414276,01434834+2414276
2MASXJ01452959+2450260,01452959+2450260
2MASXJ01454626+2455115,01454626+2455115
2MASXJ01481188+2455270,01481188+2455270
2MASXJ02102519+2420197,02102519+2420197
2MASXJ02164967+2418073,02164967+2418073
2MASXJ02230835+2444471,02230835+2444471
2MASXJ02251635+2415531,02251635+2415531
2MASXJ02254552+2446400,02254552+2446400
2MASXJ02265656+2444547,02265656+2444547
2MASXJ02284720+2459386,02284720+2459386
2MASXJ02314191+2417208,02314191+2417208
2MASXJ02354971+2427261,02354971+2427261
2MASXJ06241069+2423002,06241069+2423002
2MASXJ07270514+2402476,07270514+2402476
2MASXJ09092233+2414437,09092233+2414437
2MASXJ09131185+2441220,09131185+2441220
2MASXJ09342733+2413327,09342733+2413327
2MASXJ10222026+2424391,10222026+2424391
2MASXJ10594095+2442503,10594095+2442503
2MASXJ11222635+2417567,11222635+2417567
2MASXJ11240512+2436559,11240512+2436559
2MASXJ11320733+2458587,11320733+2458587
2MASXJ11392915+2449430,11392915+2449430
2MASXJ11553087+2456400,11553087+2456400
2MASXJ12144244+2458504,12144244+2458504
2MASXJ12215219+2421165,12215219+2421165
2MASXJ12321167+2401553,12321167+2401553
2MASXJ13292708+2433516,13292708+2433516
2MASXJ14112903+2402191,14112903+2402191
2MASXJ14213545+2417533,14213545+2417533
2MASXJ14221527+2402440,14221527+2402440
2MASXJ15002185+2440261,15002185+2440261
2MASXJ15400604+2423352,15400604+2423352
2MASXJ15402953+2437148,15402953+2437148
2MASXJ16262196+2450597,16262196+2450597
2MASXJ16291754+2451292,16291754+2451292
2MASXJ18134306+2418242,18134306+2418242
2MASXJ22020525+2415321,020525+2415321
2MASXJ22081803+2429443,081803+2429443
2MASXJ23130984+2414384,3130984+2414384
2MASXJ23135799+2453428,3135799+2453428
2MASXJ00380389+2301276,00380389+2301276
2MASXJ00383214+2336475,00383214+2336475
2MASXJ00393031+2304220,00393031+2304220
2MASXJ00424899+2329246,00424899+2329246
2MASXJ01374780+2319425,01374780+2319425
2MASXJ01460485+2344533,01460485+2344533
2MASXJ02201593+2327556,02201593+2327556
2MASXJ02210637+2336011,02210637+2336011
2MASXJ02234740+2353122,02234740+2353122
2MASXJ02283980+2300442,02283980+2300442
2MASXJ02283993+2347472,02283993+2347472
2MASXJ02295985+2302410,02295985+2302410
2MASXJ02320024+2345212,02320024+2345212
2MASXJ07250166+2346597,07250166+2346597
2MASXJ08375573+2300446,08375573+2300446
2MASXJ09101137+2307177,09101137+2307177
2MASXJ09271001+2304181,09271001+2304181
2MASXJ09273945+2307101,09273945+2307101
2MASXJ09422675+2339141,09422675+2339141
2MASXJ10095170+2314193,10095170+2314193
2MASXJ10225434+2353194,10225434+2353194
2MASXJ10391287+2347269,10391287+2347269
2MASXJ10411567+2343042,10411567+2343042
2MASXJ10482061+2343040,10482061+2343040
2MASXJ11564809+2359221,11564809+2359221
2MASXJ12045385+2344382,12045385+2344382
2MASXJ12062601+2333015,12062601+2333015
2MASXJ12161209+2350319,12161209+2350319
2MASXJ13593959+2320094,13593959+2320094
2MASXJ15110086+2336339,15110086+2336339
2MASXJ15135534+2304162,15135534+2304162
2MASXJ15144096+2306124,15144096+2306124
2MASXJ16333229+2318434,16333229+2318434
2MASXJ17433514+2338055,17433514+2338055
2MASXJ23000969+2333567,3000969+2333567
2MASXJ23100281+2312218,3100281+2312218
2MASXJ23272963+2339011,3272963+2339011
2MASXJ00475630+2222225,00475630+2222225
2MASXJ01320313+2205206,01320313+2205206
2MASXJ01465995+2244376,01465995+2244376
2MASXJ01473367+2202495,01473367+2202495
2MASXJ02173083+2217481,02173083+2217481
2MASXJ02260987+2251064,02260987+2251064
2MASXJ02282885+2209558,02282885+2209558
2MASXJ02300520+2246186,02300520+2246186
2MASXJ08432345+2247246,08432345+2247246
2MASXJ08450242+2236122,08450242+2236122
2MASXJ09044720+2201421,09044720+2201421
2MASXJ09052877+2236082,09052877+2236082
2MASXJ09064702+2250052,09064702+2250052
2MASXJ09071665+2257046,09071665+2257046
2MASXJ09141773+2216318,09141773+2216318
2MASXJ10322286+2242337,10322286+2242337
2MASXJ10465648+2243463,10465648+2243463
2MASXJ10483411+2232379,10483411+2232379
2MASXJ11301534+2259311,11301534+2259311
2MASXJ11374490+2219300,11374490+2219300
2MASXJ12142348+2237021,12142348+2237021
2MASXJ13470365+2245334,13470365+2245334
2MASXJ14534079+2227344,14534079+2227344
2MASXJ16204420+2238007,16204420+2238007
2MASXJ18040462+2202142,18040462+2202142
2MASXJ22593130+2247567,593130+2247567
2MASXJ23300362+2253178,3300362+2253178
2MASXJ00412988+2158503,00412988+2158503
2MASXJ00444341+2146236,00444341+2146236
2MASXJ01314662+2117208,01314662+2117208
2MASXJ01323837+2121335,01323837+2121335
2MASXJ01441721+2119352,01441721+2119352
2MASXJ02162031+2121247,02162031+2121247
2MASXJ02170225+2131580,02170225+2131580
2MASXJ02185839+2115586,02185839+2115586
2MASXJ02235350+2125282,02235350+2125282
2MASXJ02333078+2147098,02333078+2147098
2MASXJ02335408+2104244,02335408+2104244
2MASXJ02353276+2129533,02353276+2129533
2MASXJ02520040+2125344,02520040+2125344
2MASXJ03015878+2159407,03015878+2159407
2MASXJ05175727+2120115,05175727+2120115
2MASXJ08300254+2129184,08300254+2129184
2MASXJ08354406+2135315,08354406+2135315
2MASXJ09081155+2159574,09081155+2159574
2MASXJ09301664+2121500,09301664+2121500
2MASXJ09433746+2146583,09433746+2146583
2MASXJ10091136+2107473,10091136+2107473
2MASXJ10222110+2113245,10222110+2113245
2MASXJ10263622+2139016,10263622+2139016
2MASXJ10311616+2120497,10311616+2120497
2MASXJ10324697+2112568,10324697+2112568
2MASXJ11103425+2134467,11103425+2134467
2MASXJ11284125+2150486,11284125+2150486
2MASXJ11300144+2107241,11300144+2107241
2MASXJ11350838+2113461,11350838+2113461
2MASXJ11504398+2111034,11504398+2111034
2MASXJ11505685+2111500,11505685+2111500
2MASXJ12024842+2108439,12024842+2108439
2MASXJ12130781+2129375,12130781+2129375
2MASXJ12190529+2106326,12190529+2106326
2MASXJ13511308+2159056,13511308+2159056
2MASXJ13521728+2107551,13521728+2107551
2MASXJ14041860+2105207,14041860+2105207
2MASXJ14361246+2151490,14361246+2151490
2MASXJ14572774+2113001,14572774+2113001
2MASXJ15423653+2107454,15423653+2107454
2MASXJ23181453+2157365,3181453+2157365
2MASXJ23181784+2102308,3181784+2102308
2MASXJ23231379+2115537,3231379+2115537
2MASXJ02164578+2011097,02164578+2011097
2MASXJ02212109+2038201,02212109+2038201
2MASXJ02300624+2011526,02300624+2011526
2MASXJ02334418+2026384,02334418+2026384
2MASXJ02334702+2038234,02334702+2038234
2MASXJ02351012+2051052,02351012+2051052
2MASXJ02501398+2021313,02501398+2021313
2MASXJ07515731+2012227,07515731+2012227
2MASXJ08155921+2029513,08155921+2029513
2MASXJ08245188+2059282,08245188+2059282
2MASXJ08411138+2044591,08411138+2044591
2MASXJ08463183+2050495,08463183+2050495
2MASXJ08511977+2020383,08511977+2020383
2MASXJ08513087+2030183,08513087+2030183
2MASXJ08555714+2036229,08555714+2036229
2MASXJ08572404+2042378,08572404+2042378
2MASXJ08575494+2007133,08575494+2007133
2MASXJ09050450+2047252,09050450+2047252
2MASXJ09073534+2024512,09073534+2024512
2MASXJ09102905+2034016,09102905+2034016
2MASXJ09171230+2009138,09171230+2009138
2MASXJ09174977+2044401,09174977+2044401
2MASXJ09182738+2024245,09182738+2024245
2MASXJ09184564+2044184,09184564+2044184
2MASXJ09471973+2018381,09471973+2018381
2MASXJ09475597+2022206,09475597+2022206
2MASXJ09532220+2026551,09532220+2026551
2MASXJ10315065+2055320,10315065+2055320
2MASXJ10453915+2044465,10453915+2044465
2MASXJ11005631+2041095,11005631+2041095
2MASXJ11043486+2004497,11043486+2004497
2MASXJ11263093+2052439,11263093+2052439
2MASXJ11415244+2014567,11415244+2014567
2MASXJ11420823+2042027,11420823+2042027
2MASXJ11435706+2022383,11435706+2022383
2MASXJ11435805+2048233,11435805+2048233
2MASXJ11454884+2037428,11454884+2037428
2MASXJ12051528+2018388,12051528+2018388
2MASXJ13564063+2010172,13564063+2010172
2MASXJ14135370+2058445,14135370+2058445
2MASXJ14395649+2016490,14395649+2016490
2MASXJ15154833+2001213,15154833+2001213
2MASXJ15214868+2045524,15214868+2045524
2MASXJ16043590+2007283,16043590+2007283
2MASXJ16242176+2026142,16242176+2026142
2MASXJ21253046+2030082,1253046+2030082
2MASXJ21253466+2030352,1253466+2030352
2MASXJ23020199+2049080,3020199+2049080
2MASXJ23023866+2019005,3023866+2019005
2MASXJ23045522+2054118,3045522+2054118
2MASXJ23192037+2038111,3192037+2038111
2MASXJ23230906+2003597,3230906+2003597
2MASXJ23262126+2032489,3262126+2032489
2MASXJ01073274+3924004,01073274+3924004
2MASXJ02314005+3922421,02314005+3922421
2MASXJ07124751+3956044,07124751+3956044
2MASXJ08082031+3901253,08082031+3901253
2MASXJ08364527+3950066,08364527+3950066
2MASXJ08395843+3946194,08395843+3946194
2MASXJ08435728+3936188,08435728+3936188
2MASXJ09320968+3930171,09320968+3930171
2MASXJ09555934+3954392,09555934+3954392
2MASXJ10403967+3903557,10403967+3903557
2MASXJ10503793+3908222,10503793+3908222
2MASXJ10504129+3952491,10504129+3952491
2MASXJ11133699+3941133,11133699+3941133
2MASXJ12355647+3950108,12355647+3950108
2MASXJ12582961+3956088,12582961+3956088
2MASXJ13015555+3952238,13015555+3952238
2MASXJ13043532+3958386,13043532+3958386
2MASXJ13345005+3936172,13345005+3936172
2MASXJ16252604+3952143,16252604+3952143
2MASXJ16334964+3915478,16334964+3915478
2MASXJ16363253+3901408,16363253+3901408
2MASXJ16435262+3959005,16435262+3959005
2MASXJ17140662+3934200,17140662+3934200
2MASXJ17224943+3938220,17224943+3938220
2MASXJ00491125+3806514,00491125+3806514
2MASXJ02284905+3810005,02284905+3810005
2MASXJ02302760+3821472,02302760+3821472
2MASXJ09402800+3821576,09402800+3821576
2MASXJ10160583+3806334,10160583+3806334
2MASXJ10190242+3822289,10190242+3822289
2MASXJ10194857+3806069,10194857+3806069
2MASXJ10472715+3838215,10472715+3838215
2MASXJ10531517+3840207,10531517+3840207
2MASXJ11271895+3839520,11271895+3839520
2MASXJ12391235+3809186,12391235+3809186
2MASXJ13573559+3847577,13573559+3847577
2MASXJ16272863+3852087,16272863+3852087
2MASXJ17105782+3821367,17105782+3821367
2MASXJ17203558+3811326,17203558+3811326
2MASXJ02193668+3737347,02193668+3737347
2MASXJ02202086+3751184,02202086+3751184
2MASXJ02413595+3713360,02413595+3713360
2MASXJ05470629+3758003,05470629+3758003
2MASXJ08431278+3732173,08431278+3732173
2MASXJ08531142+3708062,08531142+3708062
2MASXJ08560592+3747474,08560592+3747474
2MASXJ09023035+3759214,09023035+3759214
2MASXJ09084760+3730056,09084760+3730056
2MASXJ09094781+3742280,09094781+3742280
2MASXJ09582367+3759231,09582367+3759231
2MASXJ10043845+3704366,10043845+3704366
2MASXJ10082361+3750299,10082361+3750299
2MASXJ10082457+3728579,10082457+3728579
2MASXJ10085494+3739297,10085494+3739297
2MASXJ10424250+3750005,10424250+3750005
2MASXJ12321559+3731415,12321559+3731415
2MASXJ13185125+3721327,13185125+3721327
2MASXJ14085939+3722573,14085939+3722573
2MASXJ14151157+3704389,14151157+3704389
2MASXJ15345592+3735515,15345592+3735515
2MASXJ16200955+3747535,16200955+3747535
2MASXJ16225969+3756564,16225969+3756564
2MASXJ17130121+3757555,17130121+3757555
2MASXJ02261430+3659121,02261430+3659121
2MASXJ02522273+3644066,02522273+3644066
2MASXJ08272945+3600218,08272945+3600218
2MASXJ10001667+3608001,10001667+3608001
2MASXJ10010312+3637070,10010312+3637070
2MASXJ10011233+3651050,10011233+3651050
2MASXJ10041822+3605544,10041822+3605544
2MASXJ10170628+3652290,10170628+3652290
2MASXJ10183368+3613263,10183368+3613263
2MASXJ11393128+3609184,11393128+3609184
2MASXJ12340124+3652047,12340124+3652047
2MASXJ13042219+3615428,13042219+3615428
2MASXJ13210310+3647014,13210310+3647014
2MASXJ13244696+3643088,13244696+3643088
2MASXJ13350566+3643201,13350566+3643201
2MASXJ14225569+3604264,14225569+3604264
2MASXJ14313951+3655161,14313951+3655161
2MASXJ14391063+3605393,14391063+3605393
2MASXJ16062978+3640545,16062978+3640545
2MASXJ17232321+3630097,17232321+3630097
2MASXJ17250642+3616146,17250642+3616146
2MASXJ00061962+3546099,00061962+3546099
2MASXJ00070656+3549052,00070656+3549052
2MASXJ01015227+3521211,01015227+3521211
2MASXJ02010897+3538179,02010897+3538179
2MASXJ02421257+3543570,02421257+3543570
2MASXJ07082133+3510123,07082133+3510123
2MASXJ07140387+3516455,07140387+3516455
2MASXJ07312646+3557323,07312646+3557323
2MASXJ07373524+3536205,07373524+3536205
2MASXJ08330563+3506553,08330563+3506553
2MASXJ09271011+3517273,09271011+3517273
2MASXJ10070509+3506243,10070509+3506243
2MASXJ10130578+3516553,10130578+3516553
2MASXJ11252587+3526339,11252587+3526339
2MASXJ11262142+3527250,11262142+3527250
2MASXJ11572262+3505159,11572262+3505159
2MASXJ12020465+3519173,12020465+3519173
2MASXJ12021027+3513543,12021027+3513543
2MASXJ12111090+3540525,12111090+3540525
2MASXJ12265056+3524228,12265056+3524228
2MASXJ13025659+3540052,13025659+3540052
2MASXJ13335414+3551438,13335414+3551438
2MASXJ13460389+3531134,13460389+3531134
2MASXJ14074719+3541292,14074719+3541292
2MASXJ14175668+3543532,14175668+3543532
2MASXJ14211739+3530338,14211739+3530338
2MASXJ14302551+3519159,14302551+3519159
2MASXJ14562303+3528119,14562303+3528119
2MASXJ16060696+3558531,16060696+3558531
2MASXJ01281877+3418313,01281877+3418313
2MASXJ01491809+3458063,01491809+3458063
2MASXJ02481616+3425111,02481616+3425111
2MASXJ07481899+3419557,07481899+3419557
2MASXJ07500441+3428461,07500441+3428461
2MASXJ09383625+3436311,09383625+3436311
2MASXJ09393606+3440288,09393606+3440288
2MASXJ09440561+3404531,09440561+3404531
2MASXJ09505336+3431134,09505336+3431134
2MASXJ10182791+3437360,10182791+3437360
2MASXJ10520488+3438515,10520488+3438515
2MASXJ11025927+3455396,11025927+3455396
2MASXJ11272708+3457287,11272708+3457287
2MASXJ13350761+3417433,13350761+3417433
2MASXJ16045644+3435458,16045644+3435458
2MASXJ00163333+3357212,00163333+3357212
2MASXJ00571843+3348048,00571843+3348048
2MASXJ01103658+3307351,01103658+3307351
2MASXJ01111746+3306502,01111746+3306502
2MASXJ01154856+3342198,01154856+3342198
2MASXJ01210294+3353542,01210294+3353542
2MASXJ01221131+3326313,01221131+3326313
2MASXJ01222353+3348541,01222353+3348541
2MASXJ01225533+3310261,01225533+3310261
2MASXJ01231161+3331452,01231161+3331452
2MASXJ01242680+3347585,01242680+3347585
2MASXJ01540762+3331322,01540762+3331322
2MASXJ07234346+3326312,07234346+3326312
2MASXJ08362280+3327383,08362280+3327383
2MASXJ09031880+3325560,09031880+3325560
2MASXJ09074626+3310005,09074626+3310005
2MASXJ09285552+3322476,09285552+3322476
2MASXJ09313324+3336206,09313324+3336206
2MASXJ09383277+3350272,09383277+3350272
2MASXJ10312791+3358352,10312791+3358352
2MASXJ10382410+3340028,10382410+3340028
2MASXJ11212085+3333537,11212085+3333537
2MASXJ11220538+3321017,11220538+3321017
2MASXJ11440431+3332340,11440431+3332340
2MASXJ12061203+3318222,12061203+3318222
2MASXJ12084242+3337549,12084242+3337549
2MASXJ13232571+3332325,13232571+3332325
2MASXJ13261599+3335414,13261599+3335414
2MASXJ13273010+3323322,13273010+3323322
2MASXJ14065473+3306391,14065473+3306391
2MASXJ14284710+3323157,14284710+3323157
2MASXJ17040208+3353268,17040208+3353268
2MASXJ00171423+3243246,00171423+3243246
2MASXJ00425403+3234516,00425403+3234516
2MASXJ00564811+3215218,00564811+3215218
2MASXJ01071567+3231131,01071567+3231131
2MASXJ01091403+3209048,01091403+3209048
2MASXJ01241095+3245585,01241095+3245585
2MASXJ01290294+3219559,01290294+3219559
2MASXJ01313761+3259220,01313761+3259220
2MASXJ01362511+3222590,01362511+3222590
2MASXJ01510090+3253533,01510090+3253533
2MASXJ02013498+3224510,02013498+3224510
2MASXJ02112032+3203223,02112032+3203223
2MASXJ02431055+3215570,02431055+3215570
2MASXJ02433294+3215099,02433294+3215099
2MASXJ02442522+3221000,02442522+3221000
2MASXJ09134772+3252361,09134772+3252361
2MASXJ09283029+3228006,09283029+3228006
2MASXJ09573920+3240401,09573920+3240401
2MASXJ11114843+3223239,11114843+3223239
2MASXJ11551455+3245536,11551455+3245536
2MASXJ12370137+3206296,12370137+3206296
2MASXJ13171860+3255436,13171860+3255436
2MASXJ13264674+3259164,13264674+3259164
2MASXJ13291966+3200174,13291966+3200174
2MASXJ13323584+3254425,13323584+3254425
2MASXJ13325047+3224025,13325047+3224025
2MASXJ13584083+3234533,13584083+3234533
2MASXJ13594012+3242304,13594012+3242304
2MASXJ14352751+3208537,14352751+3208537
2MASXJ15034124+3218553,15034124+3218553
2MASXJ15062421+3225507,15062421+3225507
2MASXJ17021521+3209093,17021521+3209093
2MASXJ00463920+3142582,00463920+3142582
2MASXJ00512940+3139120,00512940+3139120
2MASXJ01080296+3140298,01080296+3140298
2MASXJ01111852+3153192,01111852+3153192
2MASXJ01242538+3123325,01242538+3123325
2MASXJ01291366+3145457,01291366+3145457
2MASXJ01422750+3138280,01422750+3138280
2MASXJ01573614+3157452,01573614+3157452
2MASXJ01574214+3127466,01574214+3127466
2MASXJ02022896+3128199,02022896+3128199
2MASXJ02103391+3125170,02103391+3125170
2MASXJ08270480+3113464,08270480+3113464
2MASXJ08435106+3112371,08435106+3112371
2MASXJ08570514+3108002,08570514+3108002
2MASXJ09325115+3141448,09325115+3141448
2MASXJ10260854+3127391,10260854+3127391
2MASXJ10412049+3140390,10412049+3140390
2MASXJ11033952+3151291,11033952+3151291
2MASXJ11070678+3116351,11070678+3116351
2MASXJ11094892+3113444,11094892+3113444
2MASXJ11205203+3127368,11205203+3127368
2MASXJ11253553+3139579,11253553+3139579
2MASXJ12054544+3103313,12054544+3103313
2MASXJ12062818+3104262,12062818+3104262
2MASXJ12102882+3124293,12102882+3124293
2MASXJ12184682+3101271,12184682+3101271
2MASXJ12234765+3115422,12234765+3115422
2MASXJ12353753+3157285,12353753+3157285
2MASXJ12570285+3137324,12570285+3137324
2MASXJ13242088+3101046,13242088+3101046
2MASXJ14012726+3138472,14012726+3138472
2MASXJ14075961+3138453,14075961+3138453
2MASXJ14220233+3144586,14220233+3144586
2MASXJ14530437+3104063,14530437+3104063
2MASXJ15425756+3131321,15425756+3131321
2MASXJ16153781+3119166,16153781+3119166
2MASXJ17003465+3110438,17003465+3110438
2MASXJ17033964+3126000,17033964+3126000
2MASXJ00230624+3040274,00230624+3040274
2MASXJ00340041+3003265,00340041+3003265
2MASXJ00430184+3017195,00430184+3017195
2MASXJ00435689+3033571,00435689+3033571
2MASXJ01422370+3019460,01422370+3019460
2MASXJ01433731+3031083,01433731+3031083
2MASXJ01511086+3029173,01511086+3029173
2MASXJ02093426+3043139,02093426+3043139
2MASXJ08263204+3010524,08263204+3010524
2MASXJ08282280+3021233,08282280+3021233
2MASXJ08341409+3014590,08341409+3014590
2MASXJ08401923+3011403,08401923+3011403
2MASXJ08593403+3055027,08593403+3055027
2MASXJ09000487+3045262,09000487+3045262
2MASXJ09114663+3040364,09114663+3040364
2MASXJ09125088+3012448,09125088+3012448
2MASXJ09341087+3056576,09341087+3056576
2MASXJ10414154+3044307,10414154+3044307
2MASXJ11125751+3010283,11125751+3010283
2MASXJ11384556+3042194,11384556+3042194
2MASXJ11390294+3016255,11390294+3016255
2MASXJ12054926+3003534,12054926+3003534
2MASXJ12302626+3037348,12302626+3037348
2MASXJ13403623+3019050,13403623+3019050
2MASXJ13440931+3008594,13440931+3008594
2MASXJ13551285+3023068,13551285+3023068
2MASXJ14052415+3044401,14052415+3044401
2MASXJ14092262+3023148,14092262+3023148
2MASXJ14291170+3004379,14291170+3004379
2MASXJ14291797+3049559,14291797+3049559
2MASXJ14430188+3002013,14430188+3002013
2MASXJ14485180+3004396,14485180+3004396
2MASXJ16003061+3022376,16003061+3022376
2MASXJ16070581+3013034,16070581+3013034
2MASXJ16072024+3028468,16072024+3028468
2MASXJ16231801+3015474,16231801+3015474
2MASXJ17012702+3025468,17012702+3025468
2MASXJ17032984+3035360,17032984+3035360
2MASXJ22430515+3038472,430515+3038472
2MASXJ08335954+4931465,08335954+4931465
2MASXJ09005080+4919145,09005080+4919145
2MASXJ09143131+4916573,09143131+4916573
2MASXJ19043697+4938300,19043697+4938300
2MASXJ19214919+4921232,19214919+4921232
2MASXJ19390117+4907207,19390117+4907207
2MASXJ19482493+4919518,19482493+4919518
2MASXJ09055372+4849126,09055372+4849126
2MASXJ10213930+4800577,10213930+4800577
2MASXJ11224278+4857203,11224278+4857203
2MASXJ11313845+4829204,11313845+4829204
2MASXJ11321036+4859404,11321036+4859404
2MASXJ11334676+4806578,11334676+4806578
2MASXJ19402825+4854555,19402825+4854555
2MASXJ00000168+4716282,00000168+4716282
2MASXJ00201167+4728401,00201167+4728401
2MASXJ01571097+4715588,01571097+4715588
2MASXJ08164133+4736476,08164133+4736476
2MASXJ08462021+4709233,08462021+4709233
2MASXJ09055268+4709471,09055268+4709471
2MASXJ10194945+4738002,10194945+4738002
2MASXJ10200740+4755282,10200740+4755282
2MASXJ11075128+4750550,11075128+4750550
2MASXJ13144834+4721059,13144834+4721059
2MASXJ13174787+4720501,13174787+4720501
2MASXJ19131415+4707154,19131415+4707154
2MASXJ19302020+4707577,19302020+4707577
2MASXJ19442063+4736172,19442063+4736172
2MASXJ08495817+4628382,08495817+4628382
2MASXJ10375735+4614402,10375735+4614402
2MASXJ10403537+4611231,10403537+4611231
2MASXJ10545612+4613518,10545612+4613518
2MASXJ11205320+4649091,11205320+4649091
2MASXJ11343310+4609583,11343310+4609583
2MASXJ11404843+4627566,11404843+4627566
2MASXJ12232525+4607499,12232525+4607499
2MASXJ12271391+4632017,12271391+4632017
2MASXJ14090749+4647099,14090749+4647099
2MASXJ15392857+4658590,15392857+4658590
2MASXJ17394441+4615421,17394441+4615421
2MASXJ18590298+4641497,18590298+4641497
2MASXJ19121883+4615088,19121883+4615088
2MASXJ19305818+4642440,19305818+4642440
2MASXJ19454834+4604320,19454834+4604320
2MASXJ08024817+4502041,08024817+4502041
2MASXJ08044132+4547151,08044132+4547151
2MASXJ08152958+4538033,08152958+4538033
2MASXJ09165103+4542030,09165103+4542030
2MASXJ11402606+4505353,11402606+4505353
2MASXJ12412464+4502444,12412464+4502444
2MASXJ12421791+4527192,12421791+4527192
2MASXJ12552389+4525061,12552389+4525061
2MASXJ14562053+4516275,14562053+4516275
2MASXJ15414443+4559165,15414443+4559165
2MASXJ02121230+4434060,02121230+4434060
2MASXJ10460723+4443284,10460723+4443284
2MASXJ10521951+4410222,10521951+4410222
2MASXJ10571925+4401029,10571925+4401029
2MASXJ11003697+4405509,11003697+4405509
2MASXJ11044733+4401178,11044733+4401178
2MASXJ11275123+4437094,11275123+4437094
2MASXJ12383057+4428446,12383057+4428446
2MASXJ13113402+4455588,13113402+4455588
2MASXJ13315610+4408256,13315610+4408256
2MASXJ16304133+4430489,16304133+4430489
2MASXJ00363560+4348498,00363560+4348498
2MASXJ00580787+4302434,00580787+4302434
2MASXJ01190196+4330420,01190196+4330420
2MASXJ02222936+4353328,02222936+4353328
2MASXJ08384448+4332516,08384448+4332516
2MASXJ08574179+4307389,08574179+4307389
2MASXJ09095786+4351045,09095786+4351045
2MASXJ09141302+4308061,09141302+4308061
2MASXJ09164681+4342450,09164681+4342450
2MASXJ09265798+4323329,09265798+4323329
2MASXJ10254976+4342252,10254976+4342252
2MASXJ10470039+4336535,10470039+4336535
2MASXJ10525255+4325425,10525255+4325425
2MASXJ12191850+4314127,12191850+4314127
2MASXJ17401697+4321456,17401697+4321456
2MASXJ17562369+4323269,17562369+4323269
2MASXJ18442779+4310039,18442779+4310039
2MASXJ19055096+4354336,19055096+4354336
2MASXJ19085132+4322423,19085132+4322423
2MASXJ19162819+4355312,19162819+4355312
2MASXJ19184085+4335442,19184085+4335442
2MASXJ19223665+4355156,19223665+4355156
2MASXJ01263438+4222352,01263438+4222352
2MASXJ02185415+4234396,02185415+4234396
2MASXJ02194553+4243145,02194553+4243145
2MASXJ02270191+4248487,02270191+4248487
2MASXJ08305752+4212306,08305752+4212306
2MASXJ08342768+4200201,08342768+4200201
2MASXJ08531900+4240432,08531900+4240432
2MASXJ09154457+4215585,09154457+4215585
2MASXJ10204763+4252019,10204763+4252019
2MASXJ12200187+4236596,12200187+4236596
2MASXJ12382172+4212196,12382172+4212196
2MASXJ12444998+4221231,12444998+4221231
2MASXJ12451814+4224371,12451814+4224371
2MASXJ12452883+4250526,12452883+4250526
2MASXJ12455610+4202476,12455610+4202476
2MASXJ13220992+4203247,13220992+4203247
2MASXJ16032208+4252258,16032208+4252258
2MASXJ17584208+4224445,17584208+4224445
2MASXJ18142586+4205179,18142586+4205179
2MASXJ18423717+4209356,18423717+4209356
2MASXJ18472695+4259333,18472695+4259333
2MASXJ18571045+4211499,18571045+4211499
2MASXJ19004942+4216440,19004942+4216440
2MASXJ19240313+4220196,19240313+4220196
2MASXJ19324688+4249582,19324688+4249582
2MASXJ02383202+4131452,02383202+4131452
2MASXJ08155396+4116556,08155396+4116556
2MASXJ08215035+4152353,08215035+4152353
2MASXJ08270119+4132028,08270119+4132028
2MASXJ08491306+4110275,08491306+4110275
2MASXJ08585021+4134483,08585021+4134483
2MASXJ09064161+4148513,09064161+4148513
2MASXJ10582209+4138147,10582209+4138147
2MASXJ12201613+4138525,12201613+4138525
2MASXJ13320734+4120563,13320734+4120563
2MASXJ13422886+4113427,13422886+4113427
2MASXJ16234047+4106157,16234047+4106157
2MASXJ16254096+4101414,16254096+4101414
2MASXJ16381382+4155519,16381382+4155519
2MASXJ17194450+4148137,17194450+4148137
2MASXJ17512091+4140159,17512091+4140159
2MASXJ17532529+4103040,17532529+4103040
2MASXJ17591914+4153013,17591914+4153013
2MASXJ18152436+4133268,18152436+4133268
2MASXJ18405886+4149247,18405886+4149247
2MASXJ19025904+4123164,19025904+4123164
2MASXJ19293320+4118181,19293320+4118181
2MASXJ02275788+4033032,02275788+4033032
2MASXJ09001565+4017483,09001565+4017483
2MASXJ09030216+4026022,09030216+4026022
2MASXJ09044802+4035304,09044802+4035304
2MASXJ09141843+4021529,09141843+4021529
2MASXJ09210838+4004507,09210838+4004507
2MASXJ09242285+4040566,09242285+4040566
2MASXJ09465981+4037091,09465981+4037091
2MASXJ09483841+4030436,09483841+4030436
2MASXJ09541988+4006377,09541988+4006377
2MASXJ10543904+4032044,10543904+4032044
2MASXJ11053857+4043225,11053857+4043225
2MASXJ12180192+4022585,12180192+4022585
2MASXJ12394512+4014492,12394512+4014492
2MASXJ12443060+4044127,12443060+4044127
2MASXJ12480514+4043104,12480514+4043104
2MASXJ14143324+4045228,14143324+4045228
2MASXJ15391513+4008428,15391513+4008428
